station,date,latitude,longitude,elevation,name,city,city_province,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,province,AWND,WSF2
CA001011500,2022-03-25,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,55.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2022-03-26,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,74.0,,,,,,British Columbia,0.6771990000000001,1.0157985000000003
CA001011500,2022-03-28,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,85.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2022-04-01,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,12.0,,,,,,British Columbia,0.6275990000000001,0.9413985000000002
CA001011500,2022-04-05,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,135.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2022-04-06,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2022-04-09,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2022-04-11,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2022-04-18,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,70.0,,60.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2022-04-19,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,35.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2022-04-21,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,46.0,0.0,,,,,British Columbia,0.654799,0.9821985
CA001011500,2022-04-22,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,45.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-01-02,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,30.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-01-03,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,12.0,,0.0,43.0,,,British Columbia,0.6275990000000001,0.9413985000000002
CA001011500,2023-01-07,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-01-08,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-01-13,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-01-17,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,70.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-01-19,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-01-20,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-01-22,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,9.0,,,,,,British Columbia,0.6251990000000001,0.9377985000000001
CA001011500,2023-01-26,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,3.0,,,,,,British Columbia,0.620399,0.9305985000000001
CA001011500,2023-02-04,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,60.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-02-07,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-02-14,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,75.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-02-15,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,65.0,-10.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-02-16,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-02-17,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,42.0,,,,,,British Columbia,0.651599,0.9773985000000001
CA001011500,2023-02-18,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,90.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-02-20,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-02,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,95.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-03,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,50.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-05,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,80.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-10,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,100.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-14,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,60.0,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-18,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,145.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-21,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,88.0,130.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-25,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,15.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-27,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,115.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-03-30,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-04-17,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,40.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-04-18,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2023-04-19,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,45.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-01-05,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,53.0,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-01-09,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,37.0,,,,,,British Columbia,0.647599,0.9713985
CA001011500,2024-01-10,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,10.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-01-15,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,70.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-01-22,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-01-28,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,115.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-02-05,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,40.0,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-02-09,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-02-16,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-02-18,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,90.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-02-26,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,7.0,,,,,,British Columbia,0.6235990000000001,0.9353985000000002
CA001011500,2024-02-27,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,50.0,-15.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-02-28,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,506.0,,,,,,British Columbia,1.022799,1.5341985
CA001011500,2024-03-04,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-12,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,110.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-14,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,25.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-18,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,165.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-20,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,110.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-22,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,110.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-25,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-26,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,,50.0,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-27,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,90.0,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-03-29,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,93.0,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-04-12,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-04-14,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,,,170.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-04-19,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.6179990000000001,0.9269985000000001
CA001011500,2024-04-24,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,23.0,0.0,,108.0,,,British Columbia,0.636399,0.9545985000000001
CA001011500,2024-04-25,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,257.0,0.0,,,,,British Columbia,0.8235990000000001,1.2353985
CA001011500,2024-04-27,48.9333,-123.75,75.0,CHEMAINUS,Nanaimo,British Columbia,0.0,,0.0,,110.0,,British Columbia,0.6179990000000001,0.9269985000000001
CA001012055,2022-01-16,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,65.0,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2022-02-28,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,188.0,,,,,,British Columbia,1.1493990000000003,1.7240985000000004
CA001012055,2022-03-03,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2022-03-04,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2022-03-16,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,78.0,,0.0,,,,British Columbia,1.0613990000000002,1.5920985000000003
CA001012055,2022-03-17,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2022-03-28,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,6.0,,,,,,British Columbia,1.003799,1.5056985000000003
CA001012055,2022-04-05,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,110.0,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2022-04-13,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,10.0,,,,,,British Columbia,1.0069990000000002,1.5104985000000002
CA001012055,2023-01-04,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,35.0,,,,,,British Columbia,1.0269990000000002,1.5404985000000004
CA001012055,2023-01-17,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,,50.0,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-01-19,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,15.0,,,,,,British Columbia,1.0109990000000002,1.5164985000000004
CA001012055,2023-01-23,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,30.0,,,,,,British Columbia,1.0229990000000002,1.5344985000000002
CA001012055,2023-02-01,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,30.0,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-02-08,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,60.0,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-02-16,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,,20.0,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-02-20,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,110.0,,,,,,British Columbia,1.086999,1.6304985
CA001012055,2023-02-21,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,40.0,,,,,40.0,British Columbia,1.0309990000000002,1.5464985000000002
CA001012055,2023-02-22,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,-5.0,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-02-27,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,200.0,,,,,,British Columbia,1.1589990000000001,1.7384985000000002
CA001012055,2023-03-06,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,45.0,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-03-24,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,,30.0,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-04-02,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,80.0,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-04-04,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,120.0,10.0,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-04-13,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2023-04-21,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,,40.0,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2024-01-16,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,,15.0,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2024-01-25,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2024-02-01,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,0.0,,,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2024-02-13,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,45.0,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2024-02-15,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,,15.0,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2024-02-22,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,0.0,,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2024-03-12,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,90.0,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012055,2024-03-13,48.8333,-124.05,171.0,LAKE COWICHAN,Nanaimo,British Columbia,0.0,,,,,,British Columbia,0.9989990000000002,1.4984985000000002
CA001012475,2022-01-02,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,56.0,,,British Columbia,0.5,0.75
CA001012475,2022-01-15,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,52.0,British Columbia,0.5,0.75
CA001012475,2022-01-24,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,37.0,British Columbia,0.5,0.75
CA001012475,2022-02-02,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,42.0,,,British Columbia,0.5,0.75
CA001012475,2022-02-06,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,54.0,British Columbia,0.5,0.75
CA001012475,2022-02-21,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,26.0,,,British Columbia,0.5,0.75
CA001012475,2022-02-22,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,-10.0,,,British Columbia,0.5,0.75
CA001012475,2022-03-23,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,109.0,,British Columbia,0.5,0.75
CA001012475,2022-03-25,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,108.0,,British Columbia,0.5,0.75
CA001012475,2022-03-26,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,92.0,,British Columbia,0.5,0.75
CA001012475,2022-04-10,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,49.0,,,British Columbia,0.5,0.75
CA001012475,2023-01-04,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,78.0,,,British Columbia,0.5,0.75
CA001012475,2023-02-01,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,63.0,,British Columbia,0.5,0.75
CA001012475,2023-02-20,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,62.0,British Columbia,0.5,0.75
CA001012475,2023-02-28,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,4.0,British Columbia,0.5,0.75
CA001012475,2023-03-07,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,77.0,,British Columbia,0.5,0.75
CA001012475,2023-03-13,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,71.0,,,British Columbia,0.5,0.75
CA001012475,2023-03-15,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,97.0,,British Columbia,0.5,0.75
CA001012475,2023-03-16,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,77.0,,British Columbia,0.5,0.75
CA001012475,2023-04-03,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,30.0,British Columbia,0.5,0.75
CA001012475,2023-04-06,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,75.0,British Columbia,0.5,0.75
CA001012475,2023-04-09,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,130.0,,British Columbia,0.5,0.75
CA001012475,2023-04-12,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,87.0,,,British Columbia,0.5,0.75
CA001012475,2023-04-17,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,86.0,,British Columbia,0.5,0.75
CA001012475,2023-04-22,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,92.0,,76.0,British Columbia,0.5,0.75
CA001012475,2024-01-02,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,78.0,,,British Columbia,0.5,0.75
CA001012475,2024-01-08,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,56.0,,,British Columbia,0.5,0.75
CA001012475,2024-01-18,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,2.0,British Columbia,0.5,0.75
CA001012475,2024-02-10,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,79.0,,British Columbia,0.5,0.75
CA001012475,2024-02-12,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,,65.0,British Columbia,0.5,0.75
CA001012475,2024-02-18,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,93.0,,British Columbia,0.5,0.75
CA001012475,2024-02-20,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,73.0,,,British Columbia,0.5,0.75
CA001012475,2024-02-22,48.4167,-123.2333,15.0,DISCOVERY ISLAND,Victoria,British Columbia,0.0,,,,109.0,,British Columbia,0.5,0.75
